artist	nbr	tag1	tag2	artist:1
Mighty Dub Katz	1	House	electronic	Mighty Dub Katz
Midnight Star	1	funk	soul	Midnight Star
Midnight Oil	1	rock	australian	Midnight Oil
Mick Harvey	1	singer-songwriter	rock	Mick Harvey
Miami Yacine	1	rap	Hip-Hop	Miami Yacine
Metallica & Megadeth	1	heavy metal	metallica	Metallica & Megadeth
Melbourne Ska Orchestra	1	ska	seen live	Melbourne Ska Orchestra
Melanie Safka	1	folk	singer-songwriter	Melanie Safka
Mel Torme	1	jazz	swing	Mel Torme
Mehdi Kerkouche	1	french	musical	Mehdi Kerkouche
Meghan Trainor	1	pop	female vocalists	Meghan Trainor
Megalomaniac	1	thrash metal	speed metal	Megalomaniac
Megadeth & Metallica	1	thrash metal	metal	Megadeth & Metallica
Megadeath	1	thrash metal	heavy metal	Megadeath
Me First And The Gimme Gimmes	1	punk	punk rock	Me First And The Gimme Gimmes
Max Giesinger	1	pop	german	Max Giesinger
Marwa Loud	1	Hip-Hop	french pop	Marwa Loud
Marty Robbins	1	country	classic country	Marty Robbins
Martin Jensen	1	House	dance	Martin Jensen
Martin Garrix & Dua Lipa	1	EDM	electronic	Martin Garrix & Dua Lipa
Martin Garrix & Bebe Rexha	1	netherlands	bebe rexha	Martin Garrix & Bebe Rexha
Mark Forster	1	german	singer-songwriter	Mark Forster
Mark Brown Feat  Sarah Cracknell	1	House	female vocalists	Mark Brown Feat  Sarah Cracknell
Maria Mckee	1	female vocalists	country	Maria Mckee
Manowar	1	heavy metal	Power metal	Manowar
Malia J	1	electronic	female vocalists	Malia J
Malcolm Mclaren	1	alternative	Soundtrack	Malcolm Mclaren
Mahmut Orhan	1	turkish	turkey	Mahmut Orhan
Magic System Feat Khaled	1	african	french	Magic System Feat Khaled
Madcon	1	Hip-Hop	rnb	Madcon
M83	1	electronic	shoegaze	M83
Lullaby	1	black metal	doom metal	Lullaby
Luke Christopher	1	Hip-Hop	pop	Luke Christopher
Luke Bryan	1	country	new country	Luke Bryan
Luis Fonsi	1	pop	latin	Luis Fonsi
Lucy Pearl	1	soul	rnb	Lucy Pearl
Lp	1	indie	rock	Lp
Lowkey & Kardinal	1	electronic	electro	Lowkey & Kardinal
Lovesong	1	The Cure	piano	Lovesong
Lovely Ones	1	Surf	surf rock	Lovely Ones
Louis Prima	1	swing	jazz	Louis Prima
Los Del Rio	1	pop	dance	Los Del Rio
Lorca	1	spanish	pop	Lorca
Looking Up	1	hardcore	skacore	Looking Up
London Music Works	1	Soundtrack	Classical	London Music Works
Lizzo Music	1	Lizzo		Lizzo Music
Little Big Town	1	country	modern country	Little Big Town
Lionel Hampton	1	jazz	swing	Lionel Hampton
Linkin Park	1	rock	Nu Metal	Linkin Park
Link Wray And His Ray Men	1	rockabilly	surf rock	Link Wray And His Ray Men
Lindsey Stirling	1	violin	instrumental	Lindsey Stirling
Lina Margy	1	french	Chanson Française	Lina Margy
Liberty X	1	pop	british	Liberty X
Les Sheriff	1	punk	french	Les Sheriff
Les Petits Pilous Remixed By The Bloody Beetroots	1	electro	electronic	Les Petits Pilous Remixed By The Bloody Beetroots
Les Enfoirés	1	chanson francaise	french	Les Enfoirés
Les Connard	1	Gay Metal	folklore intellectuel	Les Connard
Les Brown	1	jazz	swing	Les Brown
Les Avions	1	80s	new wave	Les Avions
Leo Moracchioli	1	metal	norwegian	Leo Moracchioli
Lemmy Kilmister And Others	1	heavy metal	rock'n'roll	Lemmy Kilmister And Others
Lee Brice	1	country	singer-songwriter	Lee Brice
Le Festival Robles	1	humour	french	Le Festival Robles
Laurent Garnier	1	techno	electronic	Laurent Garnier
Last Caress	1	punk rock	pop punk	Last Caress
Las Ketchup	1	pop	spanish	Las Ketchup
Lartiste	1	french	rap	Lartiste
Lalo Shiffrin	1	jazz	Soundtrack	Lalo Shiffrin
La Grande Sophie	1	french	chanson francaise	La Grande Sophie
Krafwerk	1	electronic	synthpop	Krafwerk
Kool And The Gang	1	funk	soul	Kool And The Gang
Kittie Featuring System Of A Down	1	rapcore	Nu Metal	Kittie Featuring System Of A Down
Kinks	1	classic rock	60s	Kinks
Kinito	1	punk rock	french	Kinito
King Kuduro	1	Kuduro	french	King Kuduro
Kid Cudi Vs Crookers	1	electro	electronic	Kid Cudi Vs Crookers
Keren Ann & Vincent Delerm	1	memories of paris	-artist	Keren Ann & Vincent Delerm
Ken Le Survivant	1	violence	parental advisory	Ken Le Survivant
Kelly Clarkson	1	pop	female vocalists	Kelly Clarkson
Kelis	1	rnb	Hip-Hop	Kelis
Keep Cool	1	soul	rnb	Keep Cool
Keen V	1	french	pop	Keen V
Kd Lang	1	female vocalists	singer-songwriter	Kd Lang
Kc Rebell	1	rap	Deutschrap	Kc Rebell
Kayashi	1	trance		Kayashi
Katie Melua	1	jazz	female vocalists	Katie Melua
Kate Bush-	1	female vocalists	singer-songwriter	Kate Bush-
Kate Bush	1	female vocalists	singer-songwriter	Kate Bush
Kardinal	1	ebm	industrial	Kardinal
Kanye West	1	Hip-Hop	rap	Kanye West
Kamaleon	1	kamaleonDavid		Kamaleon
Kaleo	1	rock	icelandic	Kaleo
Kajagoogoo	1	80s	new wave	Kajagoogoo
K C  And The Sunshine Band	1	Disco	funk	K C  And The Sunshine Band
Justin Timberlake	1	pop	rnb	Justin Timberlake
Justin Nozuka	1	acoustic	singer-songwriter	Justin Nozuka
Junior Jack	1	House	electronic	Junior Jack
José Gonzalez	1	acoustic	singer-songwriter	José Gonzalez
Jose De Rico & Henry Mendez	1	pop	spain	Jose De Rico & Henry Mendez
Jon Bellion	1	electronic	Hip-Hop	Jon Bellion
Johnny Logan	1	pop	Eurovision	Johnny Logan
Johnny Haliday	1	french	chanson francaise	Johnny Haliday
John Paul Young	1	pop	Disco	John Paul Young
John Newman	1	pop	soul	John Newman
John Lennon	1	classic rock	rock	John Lennon
Johann Sebastian Bach	1	Classical	baroque	Johann Sebastian Bach
Joeystarr	1	rap francais	Hip-Hop	Joeystarr
Joey Ramone	1	punk	punk rock	Joey Ramone
Joey Biggs	1	pop		Joey Biggs
Joe Lynn Turner And Others	1	heavy metal	classic rock	Joe Lynn Turner And Others
Jody Wisternoff	1	Progressive House	House	Jody Wisternoff
Jocelyne Labylle & Cheela	1	french	calypso	Jocelyne Labylle & Cheela
Joan Baez	1	folk	singer-songwriter	Joan Baez
Jo Stafford	1	jazz	female vocalists	Jo Stafford
Jin Sonic	1	electro	House	Jin Sonic
Jimmy Somerville	1	80s	pop	Jimmy Somerville
Jimmy Nail	1	pop	rock	Jimmy Nail
Jimi Hendrix	1	classic rock	rock	Jimi Hendrix
Jim Jamison	1	melodic rock	AOR	Jim Jamison
Jim Henson	1	Muppets	Awesome	Jim Henson
Jerry Goldsmith	1	Soundtrack	instrumental	Jerry Goldsmith
Jeremih	1	rnb	Hip-Hop	Jeremih
Jennifer Lopez Pitbull	1	pop	latin	Jennifer Lopez Pitbull
Jeff Scott Soto And Others	1	heavy metal	metal	Jeff Scott Soto And Others
Jean-Sébastien Bach	1	Classical	baroque	Jean-Sébastien Bach
Jean-Louis Murat	1	french	chanson francaise	Jean-Louis Murat
Jean Michel	1	electronic	ambient	Jean Michel
Jaydee	1	House	techno	Jaydee
Jay-Z Feat  Alicia Keys	1	Hip-Hop	soul	Jay-Z Feat  Alicia Keys
Jay-Z	1	Hip-Hop	rap	Jay-Z
Javi Mula	1	House	club	Javi Mula
Jason Mraz	1	singer-songwriter	acoustic	Jason Mraz
Jason Aldean	1	country	modern country	Jason Aldean
James Newton Howard 	1	Soundtrack	instrumental	James Newton Howard 
James Newton Howaerd	1	Soundtrack	instrumental	James Newton Howaerd
James Morrison Feat Nelly Furtado	1	singer-songwriter	british	James Morrison Feat Nelly Furtado
James Morrison	1	singer-songwriter	british	James Morrison
James Horner	1	Soundtrack	instrumental	James Horner
James Blunt	1	pop	singer-songwriter	James Blunt
James Arthur	1	pop	british	James Arthur
Jake Owen	1	country	modern country	Jake Owen
Jacques Higelin	1	chanson francaise	french	Jacques Higelin
Jaco Pastorius	1	jazz	bass	Jaco Pastorius
Jackson Browne	1	singer-songwriter	classic rock	Jackson Browne
Jabberwocky	1	seen live	electronic	Jabberwocky
J Cole	1	Hip-Hop	rap	J Cole
Isolation	1	depressive black metal	black metal	Isolation
Interpol	1	indie	indie rock	Interpol
Inspector Gadget	1	80s	Soundtrack	Inspector Gadget
Incubation	1	Soundtrack	hip hop	Incubation
In Between Days	1	seen live		In Between Days
Imagine Dragons	1	indie	indie rock	Imagine Dragons
Ikara Colt	1	indie rock	seen live	Ikara Colt
Iggy Azalea	1	Hip-Hop	rap	Iggy Azalea
Ian Oliver Feat  Shantel	1	electronic	dance	Ian Oliver Feat  Shantel
I Love Makonnen	1	Hip-Hop	Lo-Fi	I Love Makonnen
Hozier	1	blues	indie	Hozier
Houcine	1	Soundtrack	Disney	Houcine
Hot Hot Hot	1	indie	indie rock	Hot Hot Hot
Hot Chocolate	1	Disco	funk	Hot Chocolate
Horrorpops	1	psychobilly	rockabilly	Horrorpops
Hootie And The Blowfish	1	rock	alternative	Hootie And The Blowfish
Hollywood Undead	1	rapcore	rap	Hollywood Undead
Henri Mancini	1	Soundtrack	jazz	Henri Mancini
Heilung	1	neofolk	folk	Heilung
Heart And Soul	1	Gothic Rock	pop	Heart And Soul
Harmonie Bayonnaise	1	All		Harmonie Bayonnaise
Hardtek	1	tekno	Hardtek	Hardtek
Hanging Garden	1	doom metal	Death Doom Metal	Hanging Garden
Hailee Steinfeld & Grey	1	epic	love at first listen	Hailee Steinfeld & Grey
H-Kayne & Fnaire	1	fusion marroqui		H-Kayne & Fnaire
Génération 80	1	80s		Génération 80
Guy Smiley	1	punk	seen live	Guy Smiley
Guns And Roses	1	hard rock	rock	Guns And Roses
Guillaume Cantillon Feat Doriand	1	french	chanson	Guillaume Cantillon Feat Doriand
Grigoire	1	french	pop	Grigoire
Gregory Porter	1	jazz	soul	Gregory Porter
Greenday	1	punk rock	rock	Greenday
Green Velvet & Harvard Bass	1	techno		Green Velvet & Harvard Bass
Graveworm	1	black metal	melodic black metal	Graveworm
Grandmaster Flash & The Furious Five	1	Hip-Hop	old school	Grandmaster Flash & The Furious Five
Grace	1	trance	dance	Grace
Gotye Feat  Kimbra	1	indie	electronic	Gotye Feat  Kimbra
Gothminister	1	industrial metal	industrial	Gothminister
Gnarls Barkley	1	funk	soul	Gnarls Barkley
Glenn Miller	1	jazz	swing	Glenn Miller
Giorgio Moroder	1	Disco	electronic	Giorgio Moroder
Gilbert O Sullivan	1	pop	70s	Gilbert O Sullivan
Gesaffelstein	1	techno	electronic	Gesaffelstein
Gerry Rafferty	1	classic rock	soft rock	Gerry Rafferty
George Thorogood & The Destroyers	1	blues rock	classic rock	George Thorogood & The Destroyers
George Ezra	1	indie	folk	George Ezra
Georg Friedrich Haendel	1	Classical	baroque	Georg Friedrich Haendel
Geoff Tate And Others	1	heavy metal	xmas	Geoff Tate And Others
Gentleman Jack Grisham	1	punk	punk rock	Gentleman Jack Grisham
Gazo	1	french	Hip-Hop	Gazo
Gayle	1	pop	female vocalists	Gayle
Gamma Ray	1	Power metal	heavy metal	Gamma Ray
Galaxy Rangers	1	80s	tv	Galaxy Rangers
G-Eazy	1	Hip-Hop	rap	G-Eazy
From First To Last	1	post-hardcore	screamo	From First To Last
Fredrick The Great	1	Classical	baroque	Fredrick The Great
Freak Out	1	krautrock	Psychedelic Rock	Freak Out
Franz Schubert	1	Classical	romantic	Franz Schubert
Franz Ferdinand	1	indie	indie rock	Franz Ferdinand
Franco Micalizzi	1	Soundtrack	italian	Franco Micalizzi
Four Tops	1	soul	motown	Four Tops
Foster The People	1	indie	indie pop	Foster The People
Fonky Family	1	Hip-Hop	rap	Fonky Family
Flying Lotus	1	electronic	experimental	Flying Lotus
Florida Georgia Line	1	country	country rock	Florida Georgia Line
Flogging Molly	1	seen live	irish	Flogging Molly
Flo Rida	1	Hip-Hop	rap	Flo Rida
Fky	1	Hardtek	tekno	Fky
Fitz And The Tantrums	1	soul	pop	Fitz And The Tantrums
Fischerspooner	1	electronic	Electroclash	Fischerspooner
Fetty Wap	1	Hip-Hop	rap	Fetty Wap
Fergie	1	pop	rnb	Fergie
Feadz	1	electro	electronic	Feadz
Fatboy Slim & Beasty Boys	1	Hip-Hop	rap	Fatboy Slim & Beasty Boys
Fall Out Boys	1	pop punk	rock	Fall Out Boys
F Minus	1	punk	hardcore punk	F Minus
F F F	1	breakcore	Raggacore	F F F
Eyedea And Abilities	1	Hip-Hop	underground hip-hop	Eyedea And Abilities
Eve	1	Hip-Hop	rap	Eve
Eurythmics	1	80s	new wave	Eurythmics
Etienne Daho	1	french	pop	Etienne Daho
Etheral	1	black metal	metal	Etheral
Eric Serra	1	Soundtrack	electronic	Eric Serra
Eric Church	1	country	modern country	Eric Church
Eric Charden	1	french	chanson francaise	Eric Charden
Eric Carter	1	electronic	pop	Eric Carter
Erasure	1	80s	synthpop	Erasure
Enrique Iglesias Feat Tyssem	1	pop	latin	Enrique Iglesias Feat Tyssem
Enrique Iglesias	1	pop	latin	Enrique Iglesias
Eminem	1	rap	Hip-Hop	Eminem
Emerson  Lake & Palmer	1	Progressive rock	classic rock	Emerson  Lake & Palmer
Emeli Sande	1	soul	british	Emeli Sande
Ellie Goulding	1	female vocalists	electronic	Ellie Goulding
Ella Henderson	1	pop	soul	Ella Henderson
Elfie	1	good	france	Elfie
Electron	1	spacesynth	electronic	Electron
El Profesor	1	Italy	Gabber	El Profesor
El Chombo	1	Brutal Death Metal	Reggaeton	El Chombo
Eiffel	1	french	rock	Eiffel
Edith Whiskers	1	indie	UK	Edith Whiskers
Eddie Vedder	1	singer-songwriter	Grunge	Eddie Vedder
Eczodia	1	french	rawstyle	Eczodia
Echo & The Bunnymen	1	post-punk	new wave	Echo & The Bunnymen
Dyonisos	1	rock	french	Dyonisos
Dxpe	1	spanish	industrial	Dxpe
Dusty Springfield	1	soul	female vocalists	Dusty Springfield
Duran Duran	1	new wave	80s	Duran Duran
Duke Ellington	1	jazz	swing	Duke Ellington
Dug Pinnick And Others	1	classic rock	pop	Dug Pinnick And Others
Drowning Pool	1	Nu Metal	metal	Drowning Pool
Dropkick Murphys The Business	1	punk	punk rock	Dropkick Murphys The Business
Dropkick Murhpys	1	punk	punk rock	Dropkick Murhpys
Droogz Brigade	1	underground hip-hop	rap	Droogz Brigade
Dream Theater	1	Progressive metal	Progressive rock	Dream Theater
Drake Milligan	1	country	modern country	Drake Milligan
Dr  Dre	1	Hip-Hop	rap	Dr  Dre
Downset	1	hardcore	rapcore	Downset
Dorothée	1	french	pop	Dorothée
Dope	1	industrial metal	Nu Metal	Dope
Doors	1	classic rock	Psychedelic Rock	Doors
Donovan	1	folk	singer-songwriter	Donovan
Dominique Poulain	1	Soundtrack	80s	Dominique Poulain
Dj Mutiny	1	breaks	breakbeat	Dj Mutiny
Dj Mehdi	1	electro	electronic	Dj Mehdi
Division	1	Power metal	Progressive metal	Division
Disiz La Peste	1	rap	rap francais	Disiz La Peste
Discodeine	1	electronic	electro	Discodeine
Dio	1	heavy metal	hard rock	Dio
Dino Lenny	1	House	dance	Dino Lenny
Dim Chris	1	electro	House	Dim Chris
Dierks Bentley	1	country	modern country	Dierks Bentley
Die Krupps	1	industrial	industrial metal	Die Krupps
Die Antwoord	1	Hip-Hop	rap	Die Antwoord
Dick Dale And His Del-Tones	1	surf rock	Surf	Dick Dale And His Del-Tones
Dick Dale	1	surf rock	Surf	Dick Dale
Diam S	1	french	rap	Diam S
Dg	1	trance	downtempo	Dg
Dfl	1	hardcore punk	punk	Dfl
Destiny S Child	1	rnb	pop	Destiny S Child
Dessin Anime	1	french	francais	Dessin Anime
Desmond Dekker	1	ska	reggae	Desmond Dekker
Desaparecidos Vs Walter Master J	1	House	eletronic	Desaparecidos Vs Walter Master J
Des Ree	1	soul	pop	Des Ree
Denis Cheissoux	1	france inter	radio france	Denis Cheissoux
Dej Loaf	1	Hip-Hop	rap	Dej Loaf
Deepdown	1	Nu Metal	alternative rock	Deepdown
Deep Dish	1	House	electronic	Deep Dish
Deee-Lite	1	dance	pop	Deee-Lite
Dead Kennedys	1	punk	punk rock	Dead Kennedys
David Vendetta	1	House	dance	David Vendetta
David Rose	1	instrumental	jazz	David Rose
David Kitay	1	Soundtrack	instrumental	David Kitay
David Halliday	1	heavy metal	french	David Halliday
David Bowie And Philip Glass	1	minimalism	Classical	David Bowie And Philip Glass
David Bowie & Pet Shop Boys	1	electronic	pop	David Bowie & Pet Shop Boys
David Bowie & Nine Inch Nails	1	industrial	alternative	David Bowie & Nine Inch Nails
Darius Rucker	1	country	new country	Darius Rucker
Daniel Powter	1	pop	singer-songwriter	Daniel Powter
Daft Punk & Todd Edwards	1	electronic	House	Daft Punk & Todd Edwards
Daft Punk & Panda Bear	1	electronic	House	Daft Punk & Panda Bear
Daft Punk & Julian Casablancas	1	france		Daft Punk & Julian Casablancas
Daft Punk & Dj Falcon	1	electronic	House	Daft Punk & Dj Falcon
Dadju	1	french	Hip-Hop	Dadju
Curtis Mayfield	1	soul	funk	Curtis Mayfield
Csol	1	punk	punk rock	Csol
Crowded House	1	rock	pop	Crowded House
Crash Test Dummies	1	rock	alternative	Crash Test Dummies
Craig David	1	rnb	pop	Craig David
Counting Crows	1	rock	alternative	Counting Crows
Corey Taylor 	1	rock	alternative rock	Corey Taylor 
Collectif Metisse	1	pop		Collectif Metisse
Close To Me	1	emo	screamo	Close To Me
Clean Bandit	1	electronic	indie	Clean Bandit
Claudio Capéo	1	french	pop	Claudio Capéo
Claude Lombard	1	french	Soundtrack	Claude Lombard
Clarika	1	french	chanson francaise	Clarika
Claptone	1	House	deep house	Claptone
Chuck Billy And Others	1	thrash metal	death metal	Chuck Billy And Others
Chromeo	1	electronic	funk	Chromeo
Christina Aguilera	1	pop	female vocalists	Christina Aguilera
Christian Yéyé	1	zouk	french	Christian Yéyé
Christian Ice	1	death metal	metal	Christian Ice
Chris Young	1	country	modern country	Chris Young
Chris Isaak	1	rock	singer-songwriter	Chris Isaak
Chris Cornell	1	rock	Grunge	Chris Cornell
Chris Brown & Tyga	1	Hip-Hop	rap	Chris Brown & Tyga
Chidinma	1	world	african	Chidinma
Cher With Beavis And Butthead	1	pop	60s	Cher With Beavis And Butthead
Chemical Brothers	1	electronic	dance	Chemical Brothers
Charlie Winston	1	singer-songwriter	folk	Charlie Winston
Charles Aznavour	1	french	chanson francaise	Charles Aznavour
Chaka Khan	1	soul	funk	Chaka Khan
Celeda	1	House	dance	Celeda
Cat Stevens	1	folk	singer-songwriter	Cat Stevens
Cassius	1	House	electronic	Cassius
Carrie Underwood	1	country	female vocalists	Carrie Underwood
Caroline Loeb	1	french	pop	Caroline Loeb
Carl Kennedy	1	House	dance	Carl Kennedy
Carl Douglas	1	Disco	funk	Carl Douglas
Calum Scott	1	pop	british	Calum Scott
Cali	1	french	chanson francaise	Cali
By My Side	1	hardcore	metalcore	By My Side
Bucks Fizz	1	80s	pop	Bucks Fizz
Bruce Channel	1	oldies	60s	Bruce Channel
Brothers Johnson	1	funk	soul	Brothers Johnson
Brooke Fraser	1	pop	singer-songwriter	Brooke Fraser
Bronski Beat	1	new wave	80s	Bronski Beat
Brodinski & Tony Senghore	1	electronic	techno	Brodinski & Tony Senghore
Brodinski	1	seen live	electro	Brodinski
Brice Conrad	1	french	pop	Brice Conrad
Brett Eldredge	1	country	seen live	Brett Eldredge
Breakbot	1	electronic	french	Breakbot
Brass Against	1	seen live	Pisscore	Brass Against
Brad Fiedel	1	Soundtrack	instrumental	Brad Fiedel
Bouncing Souls	1	punk	punk rock	Bouncing Souls
Booty Luv	1	House	dance	Booty Luv
Boots Randolph	1	jazz	saxophone	Boots Randolph
Bonnie Tyler	1	80s	pop	Bonnie Tyler
Bombalurina	1	british	dance	Bombalurina
Bobmo	1	electro	french	Bobmo
Bobby Brown	1	rnb	80s	Bobby Brown
Bob Sinclair	1	House	dance	Bob Sinclair
Bob Acri	1	jazz	piano	Bob Acri
Blind Guardian	1	Power metal	speed metal	Blind Guardian
Blake Shelton	1	country	modern country	Blake Shelton
Black Stone Cherry	1	hard rock	Southern Rock	Black Stone Cherry
Black Ingvars	1	heavy metal	metal	Black Ingvars
Bjork	1	electronic	alternative	Bjork
Bing Crosby	1	jazz	swing	Bing Crosby
Billy Ray Cyrus	1	country	90s	Billy Ray Cyrus
Billy Crawford	1	pop	dance	Billy Crawford
Billie Eilish	1	pop	indie pop	Billie Eilish
Billboard	1	Black Wallstreet	Hip-Hop	Billboard
Bill Conti	1	Soundtrack	composer	Bill Conti
Bill Baxter	1	pop	france	Bill Baxter
Big Mountian	1	reggae	80s	Big Mountian
Big Ali	1	Hip-Hop	dance	Big Ali
Bibie	1	french	france	Bibie
Beyonce And Jay-Z	1	rnb	pop	Beyonce And Jay-Z
Beyonce	1	rnb	pop	Beyonce
Beverley Knight	1	soul	rnb	Beverley Knight
Beth	1	pop	spanish	Beth
Benny Goodman	1	jazz	swing	Benny Goodman
Ben Howard	1	folk	acoustic	Ben Howard
Bebe Rexha	1	pop	female vocalists	Bebe Rexha
Beatus	1	rock	Grunge	Beatus
Beasty Boys	1	Hip-Hop	rap	Beasty Boys
Beastie Boys & Cypress Hill	1	Hip-Hop	rap	Beastie Boys & Cypress Hill
Bauhaus	1	post-punk	Gothic Rock	Bauhaus
Bastian Baker	1	switzerland	swiss	Bastian Baker
Baloo	1	electronic	ambient	Baloo
Bakermat	1	House	deep house	Bakermat
Bad Wolves	1	groove metal	alternative metal	Bad Wolves
Babybird	1	indie	britpop	Babybird
B O B	1	Hip-Hop	rap	B O B
Axwell & Sebastian Ingrosso Vs Salem Al Fakir	1	House	electronic	Axwell & Sebastian Ingrosso Vs Salem Al Fakir
Atreyu	1	metalcore	hardcore	Atreyu
Armand Van Helden	1	House	electronic	Armand Van Helden
Ark Sano	1	piano	instrumental	Ark Sano
Archie Bronson Outfit	1	seen live	Garage Rock	Archie Bronson Outfit
App	1	rap	Hip-Hop	App
Apocalyptica	1	symphonic metal	instrumental	Apocalyptica
Anthony Cruz	1	reggae	salsa	Anthony Cruz
Annie Lennox	1	female vocalists	pop	Annie Lennox
Ann Hampton Callaway	1	jazz	jazz vocal	Ann Hampton Callaway
Angus And Julia Stone	1	folk	indie	Angus And Julia Stone
Angra	1	Power metal	Progressive metal	Angra
Angelo Badalamenti	1	Soundtrack	ambient	Angelo Badalamenti
Andy Gibb	1	Disco	pop	Andy Gibb
Andrew Gold	1	70s	pop	Andrew Gold
Andrew Bird	1	indie	singer-songwriter	Andrew Bird
Andreas Gabalier	1	Austria	volksmusik	Andreas Gabalier
Andrea Doria Vs Lxr	1	trance	electronic	Andrea Doria Vs Lxr
Amy Macdonald	1	female vocalists	singer-songwriter	Amy Macdonald
Althea & Donna	1	reggae	roots reggae	Althea & Donna
Alphaville	1	80s	new wave	Alphaville
Alma	1	pop	seen live	Alma
Alle Farben	1	electronic	minimal	Alle Farben
All-4-One	1	rnb	pop	All-4-One
All Cats Are Grey	1	experimental	new wave	All Cats Are Grey
Alizée	1	french	pop	Alizée
Alister	1	french	rock	Alister
Alison Moyet	1	female vocalists	pop	Alison Moyet
Alice Cooper And Others	1	heavy metal	hard rock	Alice Cooper And Others
Alic Ein Chains	1	Grunge	rock	Alic Ein Chains
Alghazanth	1	black metal	Symphonic Black Metal	Alghazanth
Alf Clausen	1	Soundtrack	american	Alf Clausen
Alex Olmedo	1	cover		Alex Olmedo
Alesso	1	House	electronic	Alesso
Albinoni	1	Classical	baroque	Albinoni
Alannah Myles	1	rock	female vocalists	Alannah Myles
Alanis Morisette	1	female vocalists	rock	Alanis Morisette
Alan Parsons	1	Progressive rock	rock	Alan Parsons
Al Green	1	soul	funk	Al Green
Akon	1	Hip-Hop	rnb	Akon
Akala	1	Grime	Hip-Hop	Akala
Ajr	1	seen live	indie pop	Ajr
Agnes	1	pop	dance	Agnes
Afterworld	1	Power metal	heavy metal	Afterworld
Adam K & Soha	1	Progressive House	Progressive	Adam K & Soha
Accept	1	heavy metal	hard rock	Accept
A Cause Des Garcons	1	chanson francaise		A Cause Des Garcons
4 Non Blondes	1	rock	female vocalists	4 Non Blondes
257Ers	1	rap	Deutschrap	257Ers
20	1	ebm	Acid	20
1992	1	mysterious	mistagged artist	1992
1988	1	illbient	seen live	1988
1985 01 The Head On The Door	1	post-punk	The Cure	1985 01 The Head On The Door
16 The Cure	1	post-punk	new wave	16 The Cure
115 The Cure	1	post-punk	new wave	115 The Cure
113	1	Hip-Hop	rap	113
10 Arctic Monkeys	1	indie rock	indie	10 Arctic Monkeys
03 The Cure	1	post-punk	new wave	03 The Cure
03 Arctic Monkeys	1	indie rock	indie	03 Arctic Monkeys
- Seether	1	rock	alternative rock	- Seether
- Metallica	1	thrash metal	metal	- Metallica
- Hot Chocolate	1	Disco	funk	- Hot Chocolate
 Vanessa Paradis	1	french	female vocalists	 Vanessa Paradis
 Va	1	electronic	indie	 Va
